#quickSort
#N	T[ms]		Stdev[ms]	Samples
1000	1.774542	0.070628	#5.000000
2000	6.516216	0.062518	#5.000000
3000	14.422383	0.128924	#5.000000
4000	25.498967	0.210165	#5.000000
5000	40.075108	0.085200	#5.000000
6000	57.673283	0.454301	#5.000000
7000	78.481917	3.495022	#5.000000
8000	107.078650	7.184835	#5.000000
9000	129.683658	12.923758	#5.000000
10000	163.130353	3.370197	#5.000000
