#quickSortMedian
#N	T[ms]		Stdev[ms]	Samples
1000	1.750041	0.024099	#5.000000
2000	6.542650	0.056661	#5.000000
3000	14.280933	0.093532	#5.000000
4000	25.712142	0.041831	#5.000000
5000	39.614383	0.186310	#5.000000
6000	57.070467	0.206701	#5.000000
7000	78.673827	0.426474	#5.000000
8000	105.099016	3.026522	#5.000000
9000	129.288135	1.152382	#5.000000
10000	163.250272	3.122648	#5.000000
