#selectionSort
#N	T[ms]		Stdev[ms]	Samples
1000	3.183558	0.121551	#5.000000
2000	12.598517	0.561815	#5.000000
3000	26.039042	0.085438	#5.000000
4000	46.247951	0.327205	#5.000000
5000	72.065999	0.584515	#5.000000
6000	103.777034	0.554785	#5.000000
7000	140.697116	0.503741	#5.000000
8000	185.568927	0.528973	#5.000000
9000	235.456366	2.410071	#5.000000
10000	288.692291	1.376928	#5.000000
