#stdSort
#N	T[ms]		Stdev[ms]	Samples
1000	0.000942	0.000183	#5.000000
2000	0.001550	0.000259	#5.000000
3000	0.002225	0.000480	#5.000000
4000	0.002717	0.000162	#5.000000
5000	0.003400	0.000314	#5.000000
6000	0.004050	0.000327	#5.000000
7000	0.004692	0.000163	#5.000000
8000	0.005625	0.000222	#5.000000
9000	0.006417	0.001211	#5.000000
10000	0.006867	0.000197	#5.000000
